reporting_country,partner_country,year,flow_type,hs_code,product_category,trade_value_usd,reporting_date,exporter_gdp_usd
UK,Canada,2022,export,282372,Chemicals,4115149653.0,2022-12-01,3100000000000.0
Canada,UK,2022,import,282372,Chemicals,4344257303.0,2022-12-01,3100000000000.0
UK,Canada,2022,export,535195,Textiles,3482999885.0,2022-02-04,3100000000000.0
Canada,UK,2022,import,535195,Textiles,3606685011.0,2022-02-04,3100000000000.0
UK,Canada,2023,export,856886,Electronics,1311535350.0,2023-04-06,3100000000000.0
Canada,UK,2023,import,856886,Electronics,1370579017.0,2023-04-06,3100000000000.0
UK,Australia,2019,export,851113,Electronics,2001963885.0,2019-09-27,3100000000000.0
Australia,UK,2019,import,851113,Electronics,2197535286.0,2019-09-27,3100000000000.0
UK,Australia,2019,export,878086,Vehicles,2155423012.0,2019-04-17,3100000000000.0
Australia,UK,2019,import,878086,Vehicles,2205976332.0,2019-04-17,3100000000000.0
UK,Australia,2019,export,289911,Chemicals,1786138722.0,2020-02-27,3100000000000.0
Australia,UK,2019,import,289911,Chemicals,1901533062.0,2020-02-27,3100000000000.0
UK,Australia,2019,export,511579,Textiles,1474388536.0,2019-05-13,3100000000000.0
Australia,UK,2019,import,511579,Textiles,1583733062.0,2019-05-13,3100000000000.0
UK,Australia,2020,export,858133,Electronics,2037983713.0,2021-02-04,3100000000000.0
Australia,UK,2020,import,858133,Electronics,2048109543.0,2021-02-04,3100000000000.0
UK,Australia,2020,export,292532,Chemicals,1224064689.0,2020-03-04,3100000000000.0
Australia,UK,2020,import,292532,Chemicals,1274637909.0,2020-03-04,3100000000000.0
UK,Australia,2020,export,526690,Textiles,3241795860.0,2020-11-20,3100000000000.0
Australia,UK,2020,import,526690,Textiles,3369037475.0,2020-11-20,3100000000000.0
UK,Australia,2021,export,845282,Machinery,560804636.0,2022-03-11,3100000000000.0
Australia,UK,2021,import,845282,Machinery,574404287.0,2022-03-11,3100000000000.0
UK,Australia,2021,export,855167,Electronics,1933027032.0,2022-03-16,3100000000000.0
Australia,UK,2021,import,855167,Electronics,2099934732.0,2022-03-16,3100000000000.0
UK,Australia,2021,export,873781,Vehicles,1780152872.0,2021-01-06,3100000000000.0
Australia,UK,2021,import,873781,Vehicles,1877507487.0,2021-01-06,3100000000000.0
UK,Australia,2021,export,288193,Chemicals,1352275585.0,2021-12-23,3100000000000.0
Australia,UK,2021,import,288193,Chemicals,1407990976.0,2021-12-23,3100000000000.0
UK,Australia,2021,export,528976,Textiles,2915276836.0,2021-12-04,3100000000000.0
Australia,UK,2021,import,528976,Textiles,2909355509.0,2021-12-04,3100000000000.0
UK,Australia,2022,export,878681,Vehicles,4678645087.0,2022-07-24,3100000000000.0
Australia,UK,2022,import,878681,Vehicles,4797435842.0,2022-07-24,3100000000000.0
UK,Australia,2022,export,281576,Chemicals,1854387801.0,2022-06-08,3100000000000.0
Australia,UK,2022,import,281576,Chemicals,1912125611.0,2022-06-08,3100000000000.0
UK,Australia,2022,export,513481,Textiles,2706154680.0,2023-03-28,3100000000000.0
Australia,UK,2022,import,513481,Textiles,2705367110.0,2023-03-28,3100000000000.0
UK,Australia,2023,export,844912,Machinery,554239485.0,2024-01-30,3100000000000.0
Australia,UK,2023,import,844912,Machinery,553365591.0,2024-01-30,3100000000000.0
UK,Australia,2023,export,855301,Electronics,1864384162.0,2023-03-01,3100000000000.0
Australia,UK,2023,import,855301,Electronics,1876480603.0,2023-03-01,3100000000000.0
UK,Australia,2023,export,293127,Chemicals,2159361801.0,2024-03-26,3100000000000.0
Australia,UK,2023,import,293127,Chemicals,2353290717.0,2024-03-26,3100000000000.0
UK,Australia,2023,export,507735,Textiles,520475205.0,2023-05-10,3100000000000.0
Australia,UK,2023,import,507735,Textiles,543272934.0,2023-05-10,3100000000000.0
Canada,Germany,2019,export,846536,Machinery,4719266795.0,2019-05-31,2100000000000.0
Germany,Canada,2019,import,846536,Machinery,5021764733.0,2019-05-31,2100000000000.0
Canada,Germany,2019,export,859657,Electronics,3628435819.0,2019-06-27,2100000000000.0
Germany,Canada,2019,import,859657,Electronics,3837177950.0,2019-06-27,2100000000000.0
Canada,Germany,2019,export,297736,Chemicals,515072923.0,2019-11-12,2100000000000.0
Germany,Canada,2019,import,297736,Chemicals,563446578.0,2019-11-12,2100000000000.0
Canada,Germany,2020,export,846466,Machinery,1713312488.0,2020-08-01,2100000000000.0
Germany,Canada,2020,import,846466,Machinery,1817903945.0,2020-08-01,2100000000000.0
Canada,Germany,2020,export,876043,Vehicles,2309022732.0,2020-12-04,2100000000000.0
Germany,Canada,2020,import,876043,Vehicles,2498713349.0,2020-12-04,2100000000000.0
Canada,Germany,2021,export,848942,Machinery,4960069246.0,2021-12-13,2100000000000.0
Germany,Canada,2021,import,848942,Machinery,4936471674.0,2021-12-13,2100000000000.0
Canada,Germany,2021,export,876855,Vehicles,4666211043.0,2021-09-01,2100000000000.0
Germany,Canada,2021,import,876855,Vehicles,5123094069.0,2021-09-01,2100000000000.0
Canada,Germany,2021,export,282877,Chemicals,3376117070.0,2021-10-04,2100000000000.0
Germany,Canada,2021,import,282877,Chemicals,3484666717.0,2021-10-04,2100000000000.0
Canada,Germany,2021,export,520667,Textiles,4298717868.0,2021-01-06,2100000000000.0
Germany,Canada,2021,import,520667,Textiles,4214184592.0,2021-01-06,2100000000000.0
Canada,Germany,2022,export,841599,Machinery,1717418373.0,2022-11-09,2100000000000.0
Germany,Canada,2022,import,841599,Machinery,1688827028.0,2022-11-09,2100000000000.0
Canada,Germany,2022,export,857435,Electronics,2796174559.0,2022-12-08,2100000000000.0
Germany,Canada,2022,import,857435,Electronics,2884814886.0,2022-12-08,2100000000000.0
Canada,Germany,2022,export,875902,Vehicles,2788069635.0,2022-03-18,2100000000000.0
Germany,Canada,2022,import,875902,Vehicles,2878206057.0,2022-03-18,2100000000000.0
Canada,Germany,2022,export,288600,Chemicals,2195683897.0,2023-01-14,2100000000000.0
Germany,Canada,2022,import,288600,Chemicals,2207198960.0,2023-01-14,2100000000000.0
Canada,Germany,2022,export,528992,Textiles,3124606208.0,2022-08-27,2100000000000.0
Germany,Canada,2022,import,528992,Textiles,3080449528.0,2022-08-27,2100000000000.0
Canada,Germany,2023,export,846589,Machinery,4680441357.0,2023-01-22,2100000000000.0
Germany,Canada,2023,import,846589,Machinery,5061950712.0,2023-01-22,2100000000000.0
Canada,Germany,2023,export,855677,Electronics,4375770148.0,2024-02-02,2100000000000.0
Germany,Canada,2023,import,855677,Electronics,4372297466.0,2024-02-02,2100000000000.0
Canada,Germany,2023,export,298082,Chemicals,3434732953.0,2024-02-26,2100000000000.0
Germany,Canada,2023,import,298082,Chemicals,3740458282.0,2024-02-26,2100000000000.0
Canada,Germany,2023,export,500223,Textiles,69670709.0,2023-11-12,2100000000000.0
Germany,Canada,2023,import,500223,Textiles,74652660.0,2023-11-12,2100000000000.0
Canada,France,2019,export,846513,Machinery,655374294.0,2019-09-30,2100000000000.0
France,Canada,2019,import,846513,Machinery,707073144.0,2019-09-30,2100000000000.0
Canada,France,2019,export,858661,Electronics,2010869750.0,2019-07-06,2100000000000.0
France,Canada,2019,import,858661,Electronics,2053982955.0,2019-07-06,2100000000000.0
Canada,France,2019,export,878728,Vehicles,1500281566.0,2020-02-27,2100000000000.0
France,Canada,2019,import,878728,Vehicles,1588506421.0,2020-02-27,2100000000000.0
Canada,France,2020,export,858141,Electronics,3879605572.0,2020-03-21,2100000000000.0
France,Canada,2020,import,858141,Electronics,4054165136.0,2020-03-21,2100000000000.0
Canada,France,2020,export,870532,Vehicles,1967945540.0,2020-12-24,2100000000000.0
France,Canada,2020,import,870532,Vehicles,1986447204.0,2020-12-24,2100000000000.0
Canada,France,2020,export,295277,Chemicals,4021493648.0,2020-10-12,2100000000000.0
France,Canada,2020,import,295277,Chemicals,4369587349.0,2020-10-12,2100000000000.0
Canada,France,2020,export,503579,Textiles,2376838573.0,2020-04-20,2100000000000.0
France,Canada,2020,import,503579,Textiles,2441204837.0,2020-04-20,2100000000000.0
Canada,France,2021,export,845732,Machinery,4725470685.0,2021-04-07,2100000000000.0
France,Canada,2021,import,845732,Machinery,5014132617.0,2021-04-07,2100000000000.0
Canada,France,2021,export,854644,Electronics,285745218.0,2021-04-15,2100000000000.0
France,Canada,2021,import,854644,Electronics,303005825.0,2021-04-15,2100000000000.0
Canada,France,2021,export,870596,Vehicles,1078864465.0,2021-12-08,2100000000000.0
France,Canada,2021,import,870596,Vehicles,1062231290.0,2021-12-08,2100000000000.0
Canada,France,2021,export,292358,Chemicals,1306466749.0,2021-01-06,2100000000000.0
France,Canada,2021,import,292358,Chemicals,1387952990.0,2021-01-06,2100000000000.0
Canada,France,2021,export,535827,Textiles,781319181.0,2021-05-14,2100000000000.0
France,Canada,2021,import,535827,Textiles,796577700.0,2021-05-14,2100000000000.0
Canada,France,2022,export,853573,Electronics,3968344069.0,2022-03-04,2100000000000.0
France,Canada,2022,import,853573,Electronics,4363670485.0,2022-03-04,2100000000000.0
Canada,France,2022,export,537383,Textiles,4302971488.0,2022-05-30,2100000000000.0
France,Canada,2022,import,537383,Textiles,4355245917.0,2022-05-30,2100000000000.0
Canada,France,2023,export,841989,Machinery,2258917485.0,2023-04-21,2100000000000.0
France,Canada,2023,import,841989,Machinery,2409644994.0,2023-04-21,2100000000000.0
Canada,France,2023,export,854624,Electronics,3842234263.0,2024-02-29,2100000000000.0
France,Canada,2023,import,854624,Electronics,4113222153.0,2024-02-29,2100000000000.0
Canada,USA,2019,export,854317,Electronics,4089761469.0,2019-08-30,2100000000000.0
USA,Canada,2019,import,854317,Electronics,4369638078.0,2019-08-30,2100000000000.0
Canada,USA,2019,export,877231,Vehicles,1344967128.0,2019-08-02,2100000000000.0
USA,Canada,2019,import,877231,Vehicles,1341486474.0,2019-08-02,2100000000000.0
Canada,USA,2020,export,841532,Machinery,3067639068.0,2021-02-19,2100000000000.0
USA,Canada,2020,import,841532,Machinery,3225585412.0,2021-02-19,2100000000000.0
Canada,USA,2020,export,857863,Electronics,424066490.0,2020-02-03,2100000000000.0
USA,Canada,2020,import,857863,Electronics,459296176.0,2020-02-03,2100000000000.0
Canada,USA,2020,export,875899,Vehicles,4698731634.0,2020-10-09,2100000000000.0
USA,Canada,2020,import,875899,Vehicles,5081617642.0,2020-10-09,2100000000000.0
Canada,USA,2021,export,849115,Machinery,4133330113.0,2021-08-19,2100000000000.0
USA,Canada,2021,import,849115,Machinery,4537208570.0,2021-08-19,2100000000000.0
Canada,USA,2021,export,296964,Chemicals,3839209860.0,2021-08-02,2100000000000.0
USA,Canada,2021,import,296964,Chemicals,3842254533.0,2021-08-02,2100000000000.0
Canada,USA,2022,export,849154,Machinery,2993553211.0,2022-06-16,2100000000000.0
USA,Canada,2022,import,849154,Machinery,3197052018.0,2022-06-16,2100000000000.0
Canada,USA,2022,export,873854,Vehicles,3804223232.0,2022-05-06,2100000000000.0
USA,Canada,2022,import,873854,Vehicles,4170413734.0,2022-05-06,2100000000000.0
Canada,USA,2022,export,297843,Chemicals,748253964.0,2022-06-01,2100000000000.0
USA,Canada,2022,import,297843,Chemicals,736980557.0,2022-06-01,2100000000000.0
Canada,USA,2022,export,529956,Textiles,4125055563.0,2022-04-20,2100000000000.0
USA,Canada,2022,import,529956,Textiles,4143984395.0,2022-04-20,2100000000000.0
Canada,USA,2023,export,841539,Machinery,2436618660.0,2024-03-25,2100000000000.0
USA,Canada,2023,import,841539,Machinery,2419840184.0,2024-03-25,2100000000000.0
Canada,USA,2023,export,854647,Electronics,2071573653.0,2023-11-15,2100000000000.0
USA,Canada,2023,import,854647,Electronics,2109281045.0,2023-11-15,2100000000000.0
Canada,USA,2023,export,526626,Textiles,3776676746.0,2023-08-11,2100000000000.0
USA,Canada,2023,import,526626,Textiles,3792283939.0,2023-08-11,2100000000000.0
Canada,China,2019,export,875656,Vehicles,2540546289.0,2020-03-07,2100000000000.0
China,Canada,2019,import,875656,Vehicles,2548099502.0,2020-03-07,2100000000000.0
Canada,China,2019,export,295950,Chemicals,1488210167.0,2020-02-01,2100000000000.0
China,Canada,2019,import,295950,Chemicals,1468786780.0,2020-02-01,2100000000000.0
Canada,China,2019,export,506597,Textiles,4155594908.0,2019-12-18,2100000000000.0
China,Canada,2019,import,506597,Textiles,4083214198.0,2019-12-18,2100000000000.0
Canada,China,2020,export,847653,Machinery,1791666997.0,2020-12-02,2100000000000.0
China,Canada,2020,import,847653,Machinery,1889320479.0,2020-12-02,2100000000000.0
Canada,China,2020,export,850356,Electronics,623201874.0,2020-01-06,2100000000000.0
China,Canada,2020,import,850356,Electronics,611783614.0,2020-01-06,2100000000000.0
Canada,China,2020,export,879123,Vehicles,4194745936.0,2020-07-31,2100000000000.0
China,Canada,2020,import,879123,Vehicles,4486317900.0,2020-07-31,2100000000000.0
Canada,China,2020,export,280932,Chemicals,1751050811.0,2020-03-15,2100000000000.0
China,Canada,2020,import,280932,Chemicals,1874373043.0,2020-03-15,2100000000000.0
Canada,China,2021,export,849639,Machinery,2272627634.0,2021-10-14,2100000000000.0
China,Canada,2021,import,849639,Machinery,2444043463.0,2021-10-14,2100000000000.0
Canada,China,2021,export,851410,Electronics,4973560554.0,2022-02-06,2100000000000.0
China,Canada,2021,import,851410,Electronics,4930667500.0,2022-02-06,2100000000000.0
Canada,China,2021,export,297285,Chemicals,1394992181.0,2021-03-08,2100000000000.0
China,Canada,2021,import,297285,Chemicals,1483167373.0,2021-03-08,2100000000000.0
Canada,China,2022,export,842878,Machinery,4627231878.0,2022-11-17,2100000000000.0
China,Canada,2022,import,842878,Machinery,4758646608.0,2022-11-17,2100000000000.0
Canada,China,2022,export,874488,Vehicles,2836825751.0,2022-07-23,2100000000000.0
China,Canada,2022,import,874488,Vehicles,3079908046.0,2022-07-23,2100000000000.0
Canada,China,2023,export,852923,Electronics,1245493920.0,2023-07-07,2100000000000.0
China,Canada,2023,import,852923,Electronics,1223560836.0,2023-07-07,2100000000000.0
Canada,China,2023,export,872785,Vehicles,343761533.0,2023-11-21,2100000000000.0
China,Canada,2023,import,872785,Vehicles,369492589.0,2023-11-21,2100000000000.0
Canada,China,2023,export,296509,Chemicals,1807773110.0,2023-10-17,2100000000000.0
China,Canada,2023,import,296509,Chemicals,1863404112.0,2023-10-17,2100000000000.0
Canada,China,2023,export,537454,Textiles,2441063418.0,2024-01-20,2100000000000.0
China,Canada,2023,import,537454,Textiles,2476172878.0,2024-01-20,2100000000000.0
Canada,Japan,2019,export,855153,Electronics,3594650967.0,2019-03-02,2100000000000.0
Japan,Canada,2019,import,855153,Electronics,3564493003.0,2019-03-02,2100000000000.0
Canada,Japan,2019,export,297378,Chemicals,4300793165.0,2019-04-20,2100000000000.0
Japan,Canada,2019,import,297378,Chemicals,4714422269.0,2019-04-20,2100000000000.0
Canada,Japan,2019,export,511242,Textiles,4940846077.0,2019-12-07,2100000000000.0
Japan,Canada,2019,import,511242,Textiles,4883958256.0,2019-12-07,2100000000000.0
Canada,Japan,2020,export,855035,Electronics,2921409422.0,2020-04-04,2100000000000.0
Japan,Canada,2020,import,855035,Electronics,3047552483.0,2020-04-04,2100000000000.0
Canada,Japan,2020,export,877326,Vehicles,1416569510.0,2020-09-22,2100000000000.0
Japan,Canada,2020,import,877326,Vehicles,1528347506.0,2020-09-22,2100000000000.0
Canada,Japan,2020,export,288389,Chemicals,3902965903.0,2020-08-25,2100000000000.0
Japan,Canada,2020,import,288389,Chemicals,3987808279.0,2020-08-25,2100000000000.0
Canada,Japan,2020,export,510800,Textiles,1451543954.0,2020-12-21,2100000000000.0
Japan,Canada,2020,import,510800,Textiles,1587687940.0,2020-12-21,2100000000000.0
Canada,Japan,2021,export,843303,Machinery,426176068.0,2021-04-04,2100000000000.0
Japan,Canada,2021,import,843303,Machinery,465530327.0,2021-04-04,2100000000000.0
Canada,Japan,2021,export,283278,Chemicals,3293045774.0,2022-02-04,2100000000000.0
Japan,Canada,2021,import,283278,Chemicals,3302062174.0,2022-02-04,2100000000000.0
Canada,Japan,2021,export,523683,Textiles,250093208.0,2021-02-22,2100000000000.0
Japan,Canada,2021,import,523683,Textiles,260990600.0,2021-02-22,2100000000000.0
Canada,Japan,2022,export,840634,Machinery,4155501182.0,2022-05-16,2100000000000.0
Japan,Canada,2022,import,840634,Machinery,4257757008.0,2022-05-16,2100000000000.0
Canada,Japan,2022,export,852368,Electronics,406464536.0,2022-06-19,2100000000000.0
Japan,Canada,2022,import,852368,Electronics,429006857.0,2022-06-19,2100000000000.0
Canada,Japan,2022,export,873672,Vehicles,2744405958.0,2022-07-27,2100000000000.0
Japan,Canada,2022,import,873672,Vehicles,2991804973.0,2022-07-27,2100000000000.0
Canada,Japan,2022,export,299391,Chemicals,3174198979.0,2022-01-25,2100000000000.0
Japan,Canada,2022,import,299391,Chemicals,3273513493.0,2022-01-25,2100000000000.0
Canada,Japan,2022,export,502292,Textiles,584394831.0,2022-02-18,2100000000000.0
Japan,Canada,2022,import,502292,Textiles,588841062.0,2022-02-18,2100000000000.0
Canada,Japan,2023,export,847320,Machinery,3590167979.0,2023-04-12,2100000000000.0
Japan,Canada,2023,import,847320,Machinery,3670592275.0,2023-04-12,2100000000000.0
Canada,Japan,2023,export,852581,Electronics,3035492009.0,2024-02-25,2100000000000.0
Japan,Canada,2023,import,852581,Electronics,3245735637.0,2024-02-25,2100000000000.0
Canada,Japan,2023,export,878616,Vehicles,1571615905.0,2024-01-18,2100000000000.0
Japan,Canada,2023,import,878616,Vehicles,1698346362.0,2024-01-18,2100000000000.0
Canada,Japan,2023,export,281514,Chemicals,1633230799.0,2023-07-26,2100000000000.0
Japan,Canada,2023,import,281514,Chemicals,1790734337.0,2023-07-26,2100000000000.0
Canada,Japan,2023,export,504276,Textiles,2571981824.0,2024-02-05,2100000000000.0
Japan,Canada,2023,import,504276,Textiles,2602166745.0,2024-02-05,2100000000000.0
Canada,India,2019,export,843042,Machinery,2848024847.0,2020-02-27,2100000000000.0
India,Canada,2019,import,843042,Machinery,2874739745.0,2020-02-27,2100000000000.0
Canada,India,2019,export,853933,Electronics,346464349.0,2019-09-06,2100000000000.0
India,Canada,2019,import,853933,Electronics,366729747.0,2019-09-06,2100000000000.0
Canada,India,2019,export,871529,Vehicles,4476056397.0,2019-05-27,2100000000000.0
India,Canada,2019,import,871529,Vehicles,4430951311.0,2019-05-27,2100000000000.0
Canada,India,2019,export,297477,Chemicals,3959284823.0,2020-03-15,2100000000000.0
India,Canada,2019,import,297477,Chemicals,4121092846.0,2020-03-15,2100000000000.0
Canada,India,2019,export,537875,Textiles,1593444347.0,2020-03-07,2100000000000.0
India,Canada,2019,import,537875,Textiles,1718835270.0,2020-03-07,2100000000000.0
Canada,India,2020,export,840826,Machinery,1562392217.0,2020-07-17,2100000000000.0
India,Canada,2020,import,840826,Machinery,1576230566.0,2020-07-17,2100000000000.0
Canada,India,2020,export,872625,Vehicles,2728794769.0,2020-06-18,2100000000000.0
India,Canada,2020,import,872625,Vehicles,2982275815.0,2020-06-18,2100000000000.0
Canada,India,2020,export,295886,Chemicals,4223992398.0,2020-12-08,2100000000000.0
India,Canada,2020,import,295886,Chemicals,4517251275.0,2020-12-08,2100000000000.0
Canada,India,2020,export,520675,Textiles,2592192510.0,2020-01-31,2100000000000.0
India,Canada,2020,import,520675,Textiles,2636708209.0,2020-01-31,2100000000000.0
Canada,India,2021,export,840099,Machinery,562420625.0,2022-03-01,2100000000000.0
India,Canada,2021,import,840099,Machinery,595406732.0,2022-03-01,2100000000000.0
Canada,India,2021,export,296392,Chemicals,4067357830.0,2021-03-21,2100000000000.0
India,Canada,2021,import,296392,Chemicals,4295591295.0,2021-03-21,2100000000000.0
Canada,India,2022,export,848678,Machinery,2333116984.0,2022-08-06,2100000000000.0
India,Canada,2022,import,848678,Machinery,2424615690.0,2022-08-06,2100000000000.0
Canada,India,2022,export,853255,Electronics,3104393783.0,2022-04-27,2100000000000.0
India,Canada,2022,import,853255,Electronics,3160957168.0,2022-04-27,2100000000000.0
Canada,India,2022,export,871185,Vehicles,2793550329.0,2022-04-14,2100000000000.0
India,Canada,2022,import,871185,Vehicles,2738903123.0,2022-04-14,2100000000000.0
Canada,India,2022,export,285646,Chemicals,53040852.0,2022-08-06,2100000000000.0
India,Canada,2022,import,285646,Chemicals,54973425.0,2022-08-06,2100000000000.0
Canada,India,2023,export,844372,Machinery,4734643183.0,2024-03-05,2100000000000.0
India,Canada,2023,import,844372,Machinery,4851162487.0,2024-03-05,2100000000000.0
Canada,India,2023,export,873373,Vehicles,4877533731.0,2023-01-08,2100000000000.0
India,Canada,2023,import,873373,Vehicles,4783285166.0,2023-01-08,2100000000000.0
Canada,India,2023,export,298012,Chemicals,3391026477.0,2023-02-28,2100000000000.0
India,Canada,2023,import,298012,Chemicals,3469315259.0,2023-02-28,2100000000000.0
Canada,Brazil,2019,export,845289,Machinery,1020205296.0,2019-04-04,2100000000000.0
Brazil,Canada,2019,import,845289,Machinery,1001066873.0,2019-04-04,2100000000000.0
Canada,Brazil,2019,export,859441,Electronics,1379080921.0,2019-02-28,2100000000000.0
Brazil,Canada,2019,import,859441,Electronics,1355774221.0,2019-02-28,2100000000000.0
Canada,Brazil,2019,export,872645,Vehicles,2288763456.0,2020-01-26,2100000000000.0
Brazil,Canada,2019,import,872645,Vehicles,2484416901.0,2020-01-26,2100000000000.0
Canada,Brazil,2019,export,298225,Chemicals,4324805926.0,2019-01-05,2100000000000.0
Brazil,Canada,2019,import,298225,Chemicals,4719730674.0,2019-01-05,2100000000000.0
Canada,Brazil,2020,export,847062,Machinery,2535720254.0,2020-05-25,2100000000000.0
Brazil,Canada,2020,import,847062,Machinery,2755962967.0,2020-05-25,2100000000000.0
Canada,Brazil,2020,export,857204,Electronics,4839158250.0,2020-04-15,2100000000000.0
Brazil,Canada,2020,import,857204,Electronics,4753746775.0,2020-04-15,2100000000000.0
Canada,Brazil,2020,export,528582,Textiles,4218980874.0,2021-01-04,2100000000000.0
Brazil,Canada,2020,import,528582,Textiles,4391036923.0,2021-01-04,2100000000000.0
Canada,Brazil,2021,export,840595,Machinery,1613380828.0,2021-06-07,2100000000000.0
Brazil,Canada,2021,import,840595,Machinery,1623644246.0,2021-06-07,2100000000000.0
Canada,Brazil,2021,export,858400,Electronics,4608479188.0,2021-08-04,2100000000000.0
Brazil,Canada,2021,import,858400,Electronics,4864772029.0,2021-08-04,2100000000000.0
Canada,Brazil,2021,export,62499,Vehicles,1876496795.0,2021-03-28,2100000000000.0
Brazil,Canada,2021,import,62499,Vehicles,1890544196.0,2021-03-28,2100000000000.0
Canada,Brazil,2021,export,519235,Textiles,729057062.0,2021-07-26,2100000000000.0
Brazil,Canada,2021,import,519235,Textiles,714591238.0,2021-07-26,2100000000000.0
Canada,Brazil,2022,export,843848,Machinery,656228425.0,2022-08-31,2100000000000.0
Brazil,Canada,2022,import,843848,Machinery,691430918.0,2022-08-31,2100000000000.0
Canada,Brazil,2022,export,857922,Electronics,3113542985.0,2022-08-28,2100000000000.0
Brazil,Canada,2022,import,857922,Electronics,3379939301.0,2022-08-28,2100000000000.0
Canada,Brazil,2023,export,841108,Machinery,4513272100.0,2023-01-21,2100000000000.0
Brazil,Canada,2023,import,841108,Machinery,4434139293.0,2023-01-21,2100000000000.0
Canada,Brazil,2023,export,872140,Vehicles,3744717460.0,2023-07-21,2100000000000.0
Brazil,Canada,2023,import,872140,Vehicles,3892997232.0,2023-07-21,2100000000000.0
Canada,Brazil,2023,export,296496,Chemicals,3969818085.0,2024-02-26,2100000000000.0
Brazil,Canada,2023,import,296496,Chemicals,4241377635.0,2024-02-26,2100000000000.0
Canada,Brazil,2023,export,509233,Textiles,4651498641.0,2023-08-10,2100000000000.0
Brazil,Canada,2023,import,509233,Textiles,5006643686.0,2023-08-10,2100000000000.0
Canada,UK,2019,export,853894,Electronics,3010842309.0,2019-11-09,2100000000000.0
UK,Canada,2019,import,853894,Electronics,3303341766.0,2019-11-09,2100000000000.0
Canada,UK,2019,export,54021,Chemicals,2896741909.0,2019-01-13,2100000000000.0
UK,Canada,2019,import,54021,Chemicals,3152499958.0,2019-01-13,2100000000000.0
Canada,UK,2019,export,533811,Textiles,531409546.0,2019-06-04,2100000000000.0
UK,Canada,2019,import,533811,Textiles,574783012.0,2019-06-04,2100000000000.0
Canada,UK,2020,export,877634,Vehicles,1232273693.0,2020-10-22,2100000000000.0
UK,Canada,2020,import,877634,Vehicles,1255739488.0,2020-10-22,2100000000000.0
Canada,UK,2020,export,298615,Chemicals,4779726174.0,2020-10-09,2100000000000.0
UK,Canada,2020,import,298615,Chemicals,4687454910.0,2020-10-09,2100000000000.0
Canada,UK,2020,export,509779,Textiles,564911936.0,2020-07-06,2100000000000.0
UK,Canada,2020,import,509779,Textiles,606573085.0,2020-07-06,2100000000000.0
Canada,UK,2021,export,840470,Machinery,3180170637.0,2021-12-05,2100000000000.0
UK,Canada,2021,import,840470,Machinery,3237016684.0,2021-12-05,2100000000000.0
Canada,UK,2021,export,850235,Electronics,2410461646.0,2021-06-08,2100000000000.0
UK,Canada,2021,import,850235,Electronics,2368222747.0,2021-06-08,2100000000000.0
Canada,UK,2022,export,875808,Vehicles,2477078222.0,2022-07-31,2100000000000.0
UK,Canada,2022,import,875808,Vehicles,2554654612.0,2022-07-31,2100000000000.0
Canada,UK,2023,export,841458,Machinery,3511859828.0,2023-10-22,2100000000000.0
UK,Canada,2023,import,841458,Machinery,3779248582.0,2023-10-22,2100000000000.0
Canada,UK,2023,export,874102,Vehicles,1743829440.0,2023-02-18,2100000000000.0
UK,Canada,2023,import,874102,Vehicles,1777609699.0,2023-02-18,2100000000000.0
Canada,Australia,2019,export,840168,Machinery,3677005628.0,2020-02-21,2100000000000.0
Australia,Canada,2019,import,840168,Machinery,3858564313.0,2020-02-21,2100000000000.0
Canada,Australia,2019,export,856607,Electronics,1251283702.0,2019-07-11,2100000000000.0
Australia,Canada,2019,import,856607,Electronics,1369837424.0,2019-07-11,2100000000000.0
Canada,Australia,2019,export,872313,Vehicles,716372367.0,2019-04-04,2100000000000.0
Australia,Canada,2019,import,872313,Vehicles,733243839.0,2019-04-04,2100000000000.0
Canada,Australia,2019,export,295625,Chemicals,1478122710.0,2019-10-05,2100000000000.0
Australia,Canada,2019,import,295625,Chemicals,1559724838.0,2019-10-05,2100000000000.0
Canada,Australia,2019,export,524754,Textiles,3718141142.0,2020-03-19,2100000000000.0
Australia,Canada,2019,import,524754,Textiles,3919963169.0,2020-03-19,2100000000000.0
Canada,Australia,2020,export,845599,Machinery,355294962.0,2020-04-03,2100000000000.0
Australia,Canada,2020,import,845599,Machinery,354997866.0,2020-04-03,2100000000000.0
Canada,Australia,2020,export,876066,Vehicles,1261055104.0,2020-11-01,2100000000000.0
Australia,Canada,2020,import,876066,Vehicles,1320840199.0,2020-11-01,2100000000000.0
Canada,Australia,2020,export,294992,Chemicals,3894838406.0,2020-07-21,2100000000000.0
Australia,Canada,2020,import,294992,Chemicals,3850878465.0,2020-07-21,2100000000000.0
Canada,Australia,2020,export,520382,Textiles,3914613231.0,2020-01-29,2100000000000.0
Australia,Canada,2020,import,520382,Textiles,3886840544.0,2020-01-29,2100000000000.0
Canada,Australia,2021,export,842432,Machinery,549256247.0,2021-10-08,2100000000000.0
Australia,Canada,2021,import,842432,Machinery,575706607.0,2021-10-08,2100000000000.0
Canada,Australia,2021,export,853412,Electronics,1203716842.0,2021-11-30,2100000000000.0
Australia,Canada,2021,import,853412,Electronics,1293149546.0,2021-11-30,2100000000000.0
Canada,Australia,2021,export,281825,Chemicals,1737201325.0,2021-11-17,2100000000000.0
Australia,Canada,2021,import,281825,Chemicals,1829574537.0,2021-11-17,2100000000000.0
