record_index,reporting_country,partner_country,year,issue_type,field,value,note
364,France,USA,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-27",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
365,USA,France,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-27",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
370,France,China,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-03",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
371,China,France,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-03",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
376,France,China,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
377,China,France,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
378,France,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-22",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
379,China,France,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-22",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
386,France,China,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-02-07",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
387,China,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-02-07",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
388,France,China,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-18",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
389,China,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-18",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
392,France,China,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-01-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
393,China,France,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-01-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
398,France,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-20",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
399,China,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-20",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
400,France,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
401,China,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
402,France,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
403,China,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
406,France,Japan,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
407,Japan,France,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
412,France,Japan,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-13",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
413,Japan,France,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-13",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
420,France,Japan,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-21",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
421,Japan,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-21",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
422,France,Japan,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
423,Japan,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
432,France,Japan,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-26",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
433,Japan,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-26",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
448,France,India,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-18",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
449,India,France,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-18",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
458,France,India,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
459,India,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
464,France,India,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
465,India,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
506,France,UK,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
507,UK,France,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
514,France,UK,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-21",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
515,UK,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-21",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
518,France,UK,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-03-27",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
519,UK,France,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-03-27",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
522,France,UK,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-29",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
523,UK,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-29",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
552,France,Australia,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
553,Australia,France,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
560,France,Australia,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-14",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
561,Australia,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-14",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
576,France,Australia,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
577,Australia,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
588,USA,Germany,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-07",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
589,Germany,USA,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-07",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
616,USA,France,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
617,France,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
620,USA,France,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
621,France,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
628,USA,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-20",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
629,France,USA,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-20",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
638,USA,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
639,France,USA,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
640,USA,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
641,France,USA,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
644,USA,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
645,France,USA,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
658,USA,China,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-30",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
659,China,USA,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-30",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
680,USA,Japan,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
681,Japan,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
690,USA,Japan,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
691,Japan,USA,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
704,USA,Japan,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
705,Japan,USA,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
714,USA,India,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-06",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
715,India,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-06",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
724,USA,India,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-28",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
725,India,USA,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-28",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
728,USA,India,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-08",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
729,India,USA,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-08",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
730,USA,India,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-27",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
731,India,USA,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-27",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
744,USA,Brazil,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-03",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
745,Brazil,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-03",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
746,USA,Brazil,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
747,Brazil,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-02-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
768,USA,Brazil,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-30",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
769,Brazil,USA,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-30",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
770,USA,Brazil,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-04",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
771,Brazil,USA,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-04",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
776,USA,UK,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-26",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
777,UK,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-26",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
784,USA,UK,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-06",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
785,UK,USA,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-06",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
790,USA,UK,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-03",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
791,UK,USA,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-03",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
816,USA,Canada,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-07",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
817,Canada,USA,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-07",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
824,USA,Canada,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
825,Canada,USA,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
838,USA,Australia,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
839,Australia,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
854,USA,Australia,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-01-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
855,Australia,USA,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-01-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
862,USA,Australia,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-03",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
863,Australia,USA,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-03",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
864,China,Germany,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-26",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
865,Germany,China,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-26",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
874,China,Germany,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-18",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
875,Germany,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-18",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
876,China,Germany,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
877,Germany,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
884,China,Germany,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
885,Germany,China,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
898,China,Germany,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-07",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
899,Germany,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-07",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
904,China,France,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
905,France,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
920,China,France,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-22",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
921,France,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-22",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
926,China,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-10",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
927,USA,China,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-10",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
934,China,USA,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
935,USA,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
936,China,USA,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
937,USA,China,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-03-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
942,China,USA,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-13",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
943,USA,China,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-13",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
944,China,USA,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
945,USA,China,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
946,China,USA,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-22",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
947,USA,China,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-22",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
958,China,Japan,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
959,Japan,China,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
960,China,Japan,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
961,Japan,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
964,China,Japan,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
965,Japan,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
982,China,Japan,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
983,Japan,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1022,China,Brazil,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1023,Brazil,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1024,China,Brazil,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1025,Brazil,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-02-02",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1038,China,Brazil,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-26",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1039,Brazil,China,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-26",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1054,China,UK,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-10",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1055,UK,China,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-10",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1060,China,UK,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1061,UK,China,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1082,China,Canada,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-12",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1083,Canada,China,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-01-12",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1108,China,Canada,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1109,Canada,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-11",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1110,China,Canada,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-20",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1111,Canada,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-03-20",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1132,China,Australia,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-12",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1133,Australia,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-12",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1134,China,Australia,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1135,Australia,China,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-02-09",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1142,Japan,Germany,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1143,Germany,Japan,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1144,Japan,Germany,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-28",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1145,Germany,Japan,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-01-28",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1164,Japan,Germany,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-13",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1165,Germany,Japan,2023,period_mismatch,reporting_date / year,"year=2023, reporting_date=2024-01-13",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1182,Japan,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-02-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1183,France,Japan,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-02-01",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1188,Japan,France,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-12",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1189,France,Japan,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-12",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1196,Japan,France,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-01-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1197,France,Japan,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-01-15",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
